row_id,playerID,year,position,age,avg_salary_year,free_agent_salary,W,L,G,GS,CG,SHO,SV,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP,ERA,BAOpp,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR,won_cy_young,won_mvp,won_gold_glove,won_silver_slugger,all_star
willido03_2011,willido03,2011,P,29,3318838.249106079,,4.0,13.0,35.0,33.0,0.0,0.0,0.0,187.0,111.0,16.0,121.0,121.0,2.0,17.0,8.0,2.0,810.0,0.0,111.0,8.0,10.0,23.0,6.08,0.28825,525.0,8.0,31.0,0.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
wilsocj01_2011,wilsocj01,2011,P,31,3318838.249106079,15300000.0,36.0,21.0,141.0,67.0,6.0,1.0,14.0,418.0,172.0,29.0,199.0,460.0,3.0,16.0,26.0,1.0,2088.0,30.0,201.0,7.0,8.0,57.0,3.033333333333333,0.22766666666666668,1503.0,15.0,63.0,5.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
zumayjo01_2011,zumayjo01,2011,P,27,3318838.249106079,,5.0,4.0,60.0,0.0,0.0,0.0,2.0,66.0,28.0,6.0,33.0,64.0,3.0,3.0,1.0,0.0,305.0,11.0,31.0,3.0,4.0,6.0,3.7600000000000002,0.2515,208.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
affelje01_2012,affelje01,2012,P,33,3458421.216981132,6000000.0,8.0,7.0,187.0,0.0,0.0,0.0,10.0,160.0,60.0,10.0,71.0,155.0,9.0,13.0,10.0,0.0,754.0,36.0,70.0,15.0,1.0,15.0,3.1566666666666663,0.246,525.0,15.0,39.0,4.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
bakersc02_2012,bakersc02,2012,P,31,3458421.216981132,5500000.0,20.0,15.0,52.0,50.0,1.0,0.0,0.0,312.0,132.0,38.0,75.0,271.0,2.0,11.0,10.0,0.0,1273.0,2.0,137.0,2.0,6.0,20.0,3.8150000000000004,0.2625,915.0,26.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
broxtjo01_2012,broxtjo01,2012,P,28,3458421.216981132,6666666.666666667,10.0,13.0,138.0,0.0,0.0,0.0,56.0,135.0,52.0,8.0,54.0,128.0,7.0,1.0,5.0,0.0,571.0,97.0,58.0,5.0,2.0,15.0,3.7024999999999997,0.26675,399.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
campsh01_2012,campsh01,2012,P,37,3458421.216981132,1350000.0,13.0,12.0,217.0,0.0,0.0,0.0,5.0,229.0,86.0,18.0,61.0,132.0,18.0,3.0,10.0,0.0,917.0,57.0,94.0,3.0,5.0,27.0,3.5966666666666662,0.2743333333333334,649.0,14.0,31.0,3.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
choatra01_2012,choatra01,2012,P,37,3458421.216981132,2500000.0,5.0,4.0,219.0,0.0,0.0,0.0,1.0,83.0,39.0,7.0,48.0,109.0,13.0,6.0,10.0,0.0,458.0,18.0,48.0,5.0,4.0,12.0,3.1475000000000004,0.20850000000000002,324.0,15.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
colonba01_2012,colonba01,2012,P,39,3458421.216981132,3000000.0,18.0,19.0,53.0,50.0,1.0,1.0,0.0,333.0,131.0,38.0,63.0,226.0,6.0,0.0,4.0,0.0,1330.0,0.0,147.0,5.0,10.0,26.0,3.715,0.2665,950.0,16.0,36.0,5.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
correke01_2012,correke01,2012,P,32,3458421.216981132,5000000.0,34.0,32.0,87.0,80.0,1.0,0.0,0.0,503.0,249.0,64.0,149.0,281.0,8.0,8.0,10.0,1.0,2029.0,1.0,268.0,27.0,14.0,37.0,4.800000000000001,0.275,1410.0,46.0,59.0,3.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
dukeza01_2012,dukeza01,2012,P,29,3458421.216981132,700000.0,12.0,19.0,58.0,38.0,0.0,0.0,1.0,324.0,145.0,31.0,74.0,138.0,2.0,5.0,5.0,3.0,1124.0,8.0,159.0,12.0,9.0,27.0,3.9899999999999998,0.2856666666666667,748.0,17.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
farnsky01_2012,farnsky01,2012,P,36,3458421.216981132,1250000.0,9.0,9.0,157.0,0.0,0.0,0.0,25.0,122.0,50.0,10.0,45.0,137.0,4.0,7.0,8.0,0.0,618.0,74.0,53.0,6.0,5.0,6.0,3.5,0.21874999999999997,448.0,14.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
feldmsc01_2012,feldmsc01,2012,P,29,3458421.216981132,6000000.0,15.0,23.0,69.0,45.0,0.0,0.0,0.0,345.0,170.0,35.0,87.0,193.0,4.0,15.0,8.0,1.0,1306.0,12.0,191.0,5.0,14.0,21.0,4.836666666666667,0.26933333333333337,891.0,22.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
francje01_2012,francje01,2012,P,31,3458421.216981132,1500000.0,16.0,29.0,75.0,74.0,1.0,0.0,0.0,488.0,226.0,45.0,84.0,234.0,13.0,8.0,15.0,1.0,1746.0,0.0,234.0,23.0,15.0,35.0,5.133333333333334,0.3033333333333333,1201.0,11.0,71.0,0.0,7.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
frasoja01_2012,frasoja01,2012,P,35,3458421.216981132,1500000.0,7.0,8.0,183.0,0.0,0.0,0.0,4.0,161.0,70.0,17.0,75.0,175.0,10.0,13.0,9.0,1.0,731.0,37.0,75.0,4.0,6.0,17.0,3.9675000000000002,0.25825,502.0,12.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
gorzeto01_2012,gorzeto01,2012,P,30,3458421.216981132,2850000.0,15.0,17.0,104.0,39.0,0.0,0.0,2.0,303.0,132.0,33.0,131.0,276.0,10.0,9.0,10.0,1.0,1357.0,15.0,147.0,15.0,12.0,33.0,3.6666666666666665,0.25333333333333335,940.0,17.0,35.0,4.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
grillja01_2012,grillja01,2012,P,36,3458421.216981132,3375000.0,3.0,7.0,92.0,0.0,0.0,0.0,3.0,69.0,28.0,9.0,37.0,127.0,9.0,3.0,6.0,0.0,384.0,15.0,30.0,3.0,1.0,3.0,2.6950000000000003,0.20350000000000001,274.0,6.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
guthrje01_2012,guthrje01,2012,P,33,3458421.216981132,7333333.333333333,28.0,43.0,99.0,93.0,2.0,0.0,0.0,612.0,285.0,81.0,166.0,350.0,8.0,3.0,34.0,3.0,2549.0,1.0,315.0,16.0,25.0,50.0,4.4175,0.2705,1797.0,38.0,80.0,11.0,6.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
harenda01_2012,harenda01,2012,P,32,3458421.216981132,13000000.0,40.0,35.0,100.0,99.0,7.0,4.0,0.0,646.0,271.0,79.0,125.0,550.0,10.0,23.0,13.0,3.0,2694.0,1.0,296.0,25.0,23.0,36.0,3.7425,0.258,1950.0,36.0,78.0,4.0,7.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
howeljp01_2012,howeljp01,2012,P,29,3458421.216981132,2850000.0,3.0,3.0,101.0,0.0,0.0,0.0,1.0,69.0,38.0,12.0,40.0,68.0,3.0,3.0,6.0,2.0,341.0,15.0,41.0,3.0,1.0,9.0,4.6,0.241,243.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
jacksed01_2012,jacksed01,2012,P,29,3458421.216981132,9376875.0,32.0,32.0,95.0,94.0,3.0,2.0,0.0,612.0,273.0,60.0,198.0,497.0,13.0,32.0,10.0,2.0,2553.0,1.0,293.0,30.0,18.0,56.0,3.9859999999999998,0.26959999999999995,1796.0,46.0,63.0,11.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
karstje01_2012,karstje01,2012,P,30,3458421.216981132,,17.0,23.0,75.0,60.0,1.0,1.0,0.0,398.0,168.0,51.0,75.0,234.0,11.0,7.0,6.0,3.0,1565.0,2.0,182.0,15.0,15.0,30.0,4.090000000000001,0.27299999999999996,1127.0,31.0,42.0,3.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
kurodhi01_2012,kurodhi01,2012,P,37,3458421.216981132,15000000.0,40.0,40.0,96.0,96.0,3.0,2.0,0.0,581.0,224.0,64.0,148.0,487.0,21.0,37.0,18.0,1.0,2539.0,0.0,250.0,22.0,15.0,46.0,3.26,0.24866666666666667,1854.0,34.0,92.0,3.0,8.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
lannajo01_2012,lannajo01,2012,P,28,3458421.216981132,2500000.0,22.0,22.0,64.0,64.0,0.0,0.0,0.0,402.0,165.0,29.0,139.0,194.0,7.0,6.0,15.0,0.0,1595.0,0.0,187.0,19.0,6.0,51.0,4.16,0.2813333333333334,1082.0,22.0,66.0,2.0,7.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
lewisco01_2012,lewisco01,2012,P,33,3458421.216981132,,32.0,29.0,80.0,80.0,5.0,1.0,0.0,460.0,221.0,72.0,135.0,458.0,1.0,15.0,18.0,0.0,2110.0,0.0,241.0,9.0,11.0,27.0,3.85,0.23866666666666667,1519.0,15.0,32.0,11.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
liriafr01_2012,liriafr01,2012,P,29,3458421.216981132,1000000.0,29.0,32.0,91.0,83.0,1.0,1.0,0.0,452.0,246.0,42.0,220.0,480.0,6.0,30.0,24.0,2.0,2090.0,2.0,255.0,10.0,16.0,42.0,4.855,0.24775,1448.0,15.0,64.0,1.0,4.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
lyonbr01_2012,lyonbr01,2012,P,33,3458421.216981132,750000.0,13.0,11.0,161.0,0.0,0.0,0.0,25.0,151.0,65.0,11.0,56.0,123.0,16.0,10.0,6.0,0.0,662.0,62.0,66.0,5.0,1.0,6.0,5.1825,0.27725,457.0,19.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
marcush01_2012,marcush01,2012,P,31,3458421.216981132,4000000.0,33.0,19.0,85.0,85.0,1.0,0.0,0.0,472.0,209.0,62.0,141.0,432.0,8.0,12.0,10.0,2.0,2150.0,0.0,225.0,13.0,11.0,27.0,3.6266666666666665,0.23966666666666667,1560.0,42.0,66.0,2.0,5.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
marquja01_2012,marquja01,2012,P,34,3458421.216981132,3000000.0,18.0,26.0,58.0,58.0,2.0,2.0,0.0,376.0,182.0,43.0,109.0,198.0,4.0,8.0,17.0,1.0,1424.0,0.0,207.0,18.0,9.0,36.0,6.517999999999999,0.3226,955.0,23.0,39.0,5.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
mccarbr01_2012,mccarbr01,2012,P,29,3458421.216981132,5250000.0,17.0,15.0,43.0,43.0,5.0,1.0,0.0,283.0,103.0,21.0,49.0,196.0,3.0,3.0,6.0,0.0,1159.0,0.0,117.0,9.0,13.0,24.0,3.2800000000000002,0.2625,845.0,19.0,36.0,4.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
parrama01_2012,parrama01,2012,P,30,3458421.216981132,1000000.0,5.0,13.0,104.0,16.0,0.0,0.0,0.0,197.0,101.0,21.0,98.0,190.0,5.0,20.0,6.0,1.0,833.0,17.0,115.0,6.0,8.0,14.0,5.039999999999999,0.273,542.0,10.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
pelfrmi01_2012,pelfrmi01,2012,P,28,3458421.216981132,4000000.0,22.0,22.0,71.0,69.0,2.0,0.0,1.0,457.0,190.0,33.0,137.0,231.0,12.0,4.0,13.0,3.0,1815.0,1.0,204.0,28.0,12.0,43.0,3.563333333333334,0.287,1252.0,29.0,64.0,4.0,5.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
peraljo01_2012,peraljo01,2012,P,36,3458421.216981132,3000000.0,6.0,10.0,186.0,0.0,0.0,0.0,8.0,123.0,60.0,21.0,44.0,194.0,9.0,8.0,2.0,0.0,709.0,37.0,63.0,4.0,4.0,8.0,2.86,0.18600000000000003,551.0,14.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
perezol01_2012,perezol01,2012,P,31,3458421.216981132,1500000.0,1.0,8.0,50.0,7.0,0.0,0.0,0.0,81.0,42.0,10.0,52.0,61.0,5.0,6.0,4.0,0.0,357.0,10.0,44.0,2.0,4.0,6.0,4.46,0.268,228.0,3.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
rauchjo01_2012,rauchjo01,2012,P,34,3458421.216981132,1000000.0,11.0,12.0,185.0,0.0,0.0,0.0,36.0,162.0,71.0,21.0,40.0,124.0,3.0,4.0,3.0,0.0,703.0,91.0,76.0,4.0,5.0,8.0,3.853333333333333,0.24866666666666667,502.0,8.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
riverma01_2012,riverma01,2012,P,43,3458421.216981132,10000000.0,5.0,6.0,134.0,0.0,0.0,0.0,82.0,92.0,27.0,5.0,21.0,113.0,7.0,1.0,7.0,0.0,495.0,118.0,29.0,2.0,3.0,11.0,1.9566666666666668,0.19933333333333336,389.0,4.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
soriajo01_2012,soriajo01,2012,P,28,3458421.216981132,2000000.0,6.0,7.0,126.0,0.0,0.0,0.0,71.0,113.0,40.0,11.0,33.0,131.0,1.0,4.0,4.0,1.0,526.0,103.0,42.0,6.0,6.0,10.0,2.9050000000000002,0.2375,378.0,10.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
verasjo01_2012,verasjo01,2012,P,32,3458421.216981132,1850000.0,10.0,11.0,199.0,0.0,0.0,0.0,2.0,147.0,77.0,16.0,103.0,212.0,4.0,8.0,7.0,1.0,806.0,47.0,81.0,4.0,5.0,8.0,3.7266666666666666,0.211,558.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
villaca01_2012,villaca01,2012,P,29,3458421.216981132,5000000.0,15.0,11.0,121.0,29.0,0.0,0.0,1.0,264.0,133.0,41.0,100.0,257.0,8.0,15.0,11.0,1.0,1206.0,17.0,135.0,3.0,13.0,25.0,4.2700000000000005,0.24366666666666667,855.0,18.0,22.0,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
dempsry01_2012,dempsry01,2012,P,35,3458421.216981132,13250000.0,37.0,34.0,96.0,96.0,1.0,0.0,0.0,564.0,265.0,67.0,220.0,552.0,6.0,15.0,17.0,1.0,2516.0,0.0,292.0,26.0,9.0,40.0,3.9975,0.25025,1772.0,46.0,85.0,5.0,5.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
greinza01_2012,greinza01,2012,P,29,3458421.216981132,25949757.5,41.0,25.0,95.0,95.0,3.0,0.0,0.0,580.0,257.0,55.0,154.0,582.0,1.0,22.0,13.0,0.0,2502.0,0.0,280.0,19.0,10.0,50.0,3.7424999999999997,0.25025,1812.0,49.0,87.0,1.0,7.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
alberma01_2013,alberma01,2013,P,30,3723344.353374233,,10.0,6.0,175.0,0.0,0.0,0.0,0.0,165.0,72.0,18.0,76.0,147.0,7.0,9.0,8.0,0.0,792.0,43.0,81.0,7.0,4.0,21.0,3.1825,0.23049999999999998,564.0,6.0,27.0,3.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
axforjo01_2013,axforjo01,2013,P,30,3723344.353374233,4500000.0,14.0,17.0,224.0,0.0,0.0,0.0,81.0,193.0,81.0,24.0,90.0,244.0,6.0,23.0,4.0,0.0,904.0,133.0,93.0,6.0,4.0,12.0,3.2025,0.25225,624.0,4.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
belisro01_2013,belisro01,2013,P,31,3723344.353374233,3000000.0,13.0,8.0,145.0,0.0,0.0,0.0,2.0,119.0,50.0,6.0,57.0,118.0,14.0,4.0,9.0,0.0,586.0,25.0,56.0,3.0,2.0,15.0,3.255,0.2305,417.0,10.0,29.0,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
boggsmi01_2013,boggsmi01,2013,P,29,3723344.353374233,,6.0,7.0,156.0,0.0,0.0,0.0,6.0,146.0,63.0,14.0,62.0,122.0,9.0,6.0,9.0,0.0,676.0,46.0,70.0,10.0,4.0,20.0,4.985,0.2605,472.0,10.0,25.0,2.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
capuach01_2013,capuach01,2013,P,35,3723344.353374233,2250000.0,27.0,31.0,90.0,84.0,1.0,1.0,0.0,511.0,226.0,63.0,131.0,411.0,14.0,15.0,7.0,0.0,2076.0,0.0,247.0,31.0,8.0,40.0,4.176666666666667,0.27299999999999996,1470.0,17.0,69.0,1.0,4.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
chambjo03_2013,chambjo03,2013,P,28,3723344.353374233,2500000.0,5.0,1.0,94.0,0.0,0.0,0.0,1.0,96.0,42.0,14.0,39.0,84.0,3.0,4.0,4.0,0.0,403.0,22.0,44.0,0.0,3.0,7.0,4.036666666666666,0.26933333333333337,274.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
colonba01_2013,colonba01,2013,P,40,3723344.353374233,10000000.0,36.0,25.0,83.0,80.0,4.0,4.0,0.0,526.0,187.0,52.0,92.0,343.0,6.0,1.0,4.0,0.0,2099.0,0.0,207.0,8.0,16.0,47.0,3.36,0.26566666666666666,1521.0,22.0,58.0,6.0,4.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
crainje01_2013,crainje01,2013,P,32,3723344.353374233,,12.0,9.0,156.0,0.0,0.0,0.0,1.0,110.0,35.0,12.0,65.0,176.0,7.0,4.0,2.0,1.0,614.0,22.0,40.0,3.0,3.0,5.0,1.9333333333333336,0.20366666666666666,450.0,4.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
escaled01_2013,escaled01,2013,P,27,3723344.353374233,,1.0,5.0,73.0,0.0,0.0,0.0,0.0,92.0,49.0,16.0,28.0,69.0,5.0,4.0,3.0,3.0,401.0,18.0,53.0,4.0,2.0,5.0,4.486666666666667,0.2436666666666667,282.0,4.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
feldmsc01_2013,feldmsc01,2013,P,30,3723344.353374233,10000000.0,20.0,24.0,70.0,53.0,2.0,1.0,0.0,323.0,162.0,36.0,98.0,250.0,3.0,11.0,12.0,2.0,1423.0,10.0,180.0,7.0,13.0,28.0,4.1899999999999995,0.241,1012.0,20.0,50.0,3.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
floydga01_2013,floydga01,2013,P,30,3723344.353374233,4000000.0,24.0,28.0,65.0,64.0,1.0,0.0,0.0,373.0,188.0,48.0,120.0,320.0,5.0,21.0,25.0,1.0,1632.0,1.0,196.0,9.0,13.0,41.0,4.613333333333333,0.2643333333333333,1158.0,25.0,53.0,2.0,9.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
frasoja01_2013,frasoja01,2013,P,36,3723344.353374233,1750000.0,8.0,7.0,175.0,0.0,0.0,0.0,0.0,136.0,58.0,17.0,68.0,158.0,7.0,10.0,5.0,1.0,652.0,30.0,60.0,4.0,8.0,10.0,3.6900000000000004,0.24725000000000003,458.0,9.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
hammeja01_2013,hammeja01,2013,P,31,3723344.353374233,6000000.0,22.0,27.0,78.0,70.0,1.0,1.0,2.0,434.0,212.0,52.0,158.0,303.0,6.0,12.0,16.0,1.0,1843.0,3.0,229.0,16.0,15.0,37.0,4.386666666666667,0.26266666666666666,1283.0,19.0,57.0,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
hansoto01_2013,hansoto01,2013,P,27,3723344.353374233,,28.0,20.0,68.0,66.0,0.0,0.0,0.0,372.0,183.0,54.0,147.0,359.0,11.0,17.0,11.0,0.0,1628.0,1.0,197.0,12.0,9.0,18.0,4.5,0.25866666666666666,1133.0,11.0,36.0,8.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
harenda01_2013,harenda01,2013,P,33,3723344.353374233,10000000.0,38.0,37.0,96.0,94.0,5.0,4.0,1.0,580.0,257.0,76.0,102.0,485.0,4.0,19.0,15.0,2.0,2417.0,2.0,278.0,27.0,17.0,33.0,4.056666666666667,0.25933333333333336,1754.0,33.0,68.0,3.0,6.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
hawkila01_2013,hawkila01,2013,P,41,3723344.353374233,2250000.0,8.0,6.0,172.0,0.0,0.0,0.0,14.0,166.0,53.0,12.0,33.0,106.0,4.0,3.0,1.0,0.0,670.0,45.0,62.0,7.0,7.0,15.0,2.9966666666666666,0.268,483.0,7.0,31.0,4.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
hudsoti01_2013,hudsoti01,2013,P,38,3723344.353374233,11500000.0,40.0,24.0,82.0,82.0,2.0,2.0,0.0,477.0,207.0,36.0,140.0,355.0,11.0,15.0,26.0,0.0,2167.0,0.0,223.0,21.0,12.0,48.0,3.6033333333333335,0.243,1576.0,26.0,72.0,4.0,4.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
hugheph01_2013,hugheph01,2013,P,27,3723344.353374233,8800000.0,25.0,32.0,79.0,75.0,2.0,1.0,0.0,450.0,221.0,68.0,115.0,333.0,6.0,12.0,15.0,0.0,1791.0,1.0,240.0,7.0,18.0,24.0,5.0566666666666675,0.2783333333333333,1235.0,12.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
johnsjo09_2013,johnsjo09,2013,P,29,3723344.353374233,,13.0,23.0,56.0,56.0,0.0,0.0,0.0,324.0,148.0,31.0,115.0,304.0,12.0,11.0,8.0,1.0,1416.0,0.0,161.0,12.0,12.0,23.0,3.8833333333333333,0.24733333333333332,999.0,45.0,44.0,3.0,5.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
kazmisc01_2013,kazmisc01,2013,P,29,3723344.353374233,10000000.0,10.0,9.0,30.0,30.0,0.0,0.0,0.0,167.0,76.0,20.0,49.0,162.0,1.0,5.0,5.0,2.0,686.0,0.0,81.0,2.0,1.0,14.0,15.52,0.381,479.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
linceti01_2013,linceti01,2013,P,29,3723344.353374233,17500000.0,33.0,43.0,98.0,98.0,2.0,2.0,0.0,543.0,269.0,59.0,252.0,603.0,16.0,37.0,17.0,4.0,2566.0,0.0,287.0,34.0,11.0,35.0,4.096666666666667,0.24233333333333332,1802.0,38.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
loganbo02_2013,loganbo02,2013,P,29,3723344.353374233,5500000.0,17.0,7.0,205.0,0.0,0.0,0.0,1.0,124.0,53.0,17.0,54.0,164.0,13.0,7.0,6.0,0.0,583.0,23.0,58.0,6.0,7.0,6.0,3.4766666666666666,0.24366666666666667,408.0,5.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
lopezja02_2013,lopezja02,2013,P,36,3723344.353374233,4333333.333333333,12.0,4.0,209.0,0.0,0.0,0.0,9.0,109.0,34.0,2.0,52.0,105.0,14.0,4.0,3.0,0.0,536.0,50.0,39.0,8.0,2.0,21.0,2.35,0.23299999999999998,385.0,13.0,34.0,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
maholpa01_2013,maholpa01,2013,P,31,3723344.353374233,1500000.0,29.0,36.0,84.0,83.0,2.0,2.0,0.0,507.0,218.0,48.0,150.0,342.0,12.0,11.0,29.0,0.0,2143.0,0.0,234.0,23.0,16.0,56.0,3.8375000000000004,0.25975000000000004,1513.0,21.0,72.0,4.0,5.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
marmoca01_2013,marmoca01,2013,P,31,3723344.353374233,1250000.0,7.0,13.0,188.0,0.0,0.0,0.0,56.0,134.0,78.0,16.0,133.0,230.0,5.0,11.0,15.0,1.0,799.0,125.0,83.0,5.0,4.0,14.0,3.9549999999999996,0.21100000000000002,535.0,17.0,25.0,2.0,6.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
mcdonja03_2013,mcdonja03,2013,P,29,3723344.353374233,,23.0,19.0,67.0,66.0,1.0,0.0,0.0,352.0,179.0,46.0,167.0,318.0,11.0,10.0,14.0,1.0,1605.0,0.0,195.0,11.0,9.0,28.0,4.726666666666667,0.251,1115.0,24.0,35.0,3.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
mujiced01_2013,mujiced01,2013,P,29,3723344.353374233,4750000.0,11.0,10.0,202.0,0.0,0.0,0.0,39.0,180.0,67.0,23.0,31.0,156.0,9.0,2.0,4.0,1.0,810.0,76.0,71.0,9.0,3.0,21.0,2.7874999999999996,0.23324999999999999,618.0,15.0,38.0,3.0,4.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
oflaher01_2013,oflaher01,2013,P,28,3723344.353374233,3500000.0,8.0,4.0,161.0,0.0,0.0,0.0,0.0,118.0,24.0,7.0,45.0,124.0,11.0,2.0,5.0,0.0,601.0,14.0,28.0,10.0,4.0,15.0,1.7366666666666666,0.21266666666666667,447.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
parrama01_2013,parrama01,2013,P,31,3723344.353374233,2750000.0,4.0,6.0,119.0,0.0,0.0,0.0,0.0,102.0,50.0,8.0,50.0,117.0,2.0,10.0,4.0,0.0,461.0,16.0,57.0,3.0,2.0,10.0,4.195,0.2515,314.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
pelfrmi01_2013,pelfrmi01,2013,P,29,3723344.353374233,5500000.0,12.0,26.0,66.0,65.0,2.0,0.0,0.0,428.0,195.0,34.0,122.0,219.0,7.0,4.0,13.0,2.0,1625.0,0.0,208.0,12.0,15.0,33.0,4.073333333333333,0.2953333333333333,1098.0,29.0,43.0,4.0,4.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
perezch01_2013,perezch01,2013,P,28,3723344.353374233,2300000.0,9.0,14.0,179.0,0.0,0.0,0.0,100.0,151.0,71.0,22.0,63.0,152.0,7.0,2.0,9.0,0.0,733.0,151.0,76.0,9.0,4.0,8.0,3.7466666666666666,0.2333333333333333,514.0,11.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
perezol01_2013,perezol01,2013,P,32,3723344.353374233,2125000.0,4.0,6.0,94.0,0.0,0.0,0.0,2.0,77.0,29.0,7.0,36.0,98.0,5.0,3.0,1.0,0.0,352.0,28.0,30.0,2.0,1.0,8.0,2.93,0.246,248.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,,0,0,0,0,0
rodnefe01_2013,rodnefe01,2013,P,36,3723344.353374233,7000000.0,10.0,11.0,183.0,0.0,0.0,0.0,88.0,122.0,46.0,6.0,79.0,184.0,4.0,10.0,7.0,1.0,722.0,135.0,54.0,8.0,3.0,11.0,2.8266666666666667,0.20066666666666666,520.0,19.0,23.0,3.0,3.0,0.0,0.0,0.0,0.0,,0,0,0,0,1
